transport_id,order_id,origin,destination,transport_mode,distance_km,planned_days,actual_days,transport_cost,status
TRS-02385,ORD-02874,贵州贞丰,贵阳,公路,317.9,1,1,12572.44,已送达
TRS-02386,ORD-02876,河南洛阳,银川,铁路,1352.9,4,5,48767.52,已送达
TRS-02387,ORD-02877,福建上杭,温州,公路,615.2,2,2,33051.30,运输中
TRS-02388,ORD-02878,福建上杭,东莞,水运,1017.0,5,5,23976.67,已送达
TRS-02389,ORD-02879,新疆阿勒泰,太原,铁路,3500.4,6,7,77823.54,已送达
TRS-02390,ORD-02880,福建上杭,苏州,公路,921.2,3,3,47677.80,已送达
TRS-02391,ORD-02881,黑龙江多宝山,大连,铁路,891.8,3,3,39839.08,已送达
TRS-02392,ORD-02882,贵州贞丰,南宁,铁路,700.6,3,4,36999.68,已送达
TRS-02393,ORD-02884,福建上杭,珠海,水运,1148.3,5,5,22888.84,已送达
TRS-02394,ORD-02885,河南洛阳,乌鲁木齐,铁路,3083.1,7,9,98630.22,延误
TRS-02395,ORD-02886,新疆阿勒泰,呼和浩特,铁路,2414.6,6,6,86019.41,已送达
TRS-02396,ORD-02887,福建上杭,上海,公路,1149.7,3,3,45015.66,已送达
TRS-02397,ORD-02888,贵州贞丰,成都,公路,617.1,2,2,25125.94,已送达
TRS-02398,ORD-02890,福建上杭,厦门,公路,250.3,1,1,11705.59,已送达
TRS-02399,ORD-02891,福建上杭,杭州,水运,720.0,4,4,20036.66,已送达
TRS-02400,ORD-02892,新疆阿勒泰,北京,铁路,3261.9,7,7,110720.60,已送达
TRS-02401,ORD-02894,福建上杭,广州,水运,1049.4,5,5,25922.39,已送达
TRS-02402,ORD-02895,贵州贞丰,重庆,公路,559.9,2,2,19947.27,已送达
TRS-02403,ORD-02896,黑龙江多宝山,沈阳,铁路,703.5,3,3,32138.91,已送达
TRS-02404,ORD-02897,福建上杭,合肥,公路,967.1,3,3,44797.60,已送达
TRS-02405,ORD-02898,新疆阿勒泰,石家庄,铁路,3586.0,7,8,91907.54,已送达
TRS-02406,ORD-02899,福建上杭,深圳,水运,948.1,5,5,28326.85,已送达
TRS-02407,ORD-02900,贵州贞丰,昆明,公路,575.0,2,2,26631.10,已送达
TRS-02408,ORD-02901,福建上杭,上海,公路,856.3,3,3,40213.17,已送达
TRS-02409,ORD-02902,福建上杭,广州,铁路,1222.2,4,4,43509.51,已送达
TRS-02410,ORD-02903,新疆阿勒泰,北京,铁路,3760.9,7,8,84035.48,已送达
TRS-02411,ORD-02904,贵州贞丰,成都,公路,585.2,2,2,27681.72,运输中
TRS-02412,ORD-02905,福建上杭,南京,水运,900.8,5,5,19122.53,已送达
TRS-02413,ORD-02906,新疆阿勒泰,兰州,铁路,2682.2,6,7,83876.73,已送达
TRS-02414,ORD-02908,福建上杭,杭州,公路,856.1,3,3,39431.11,已送达
TRS-02415,ORD-02909,黑龙江多宝山,沈阳,铁路,937.9,3,3,29334.18,已送达
TRS-02416,ORD-02910,河南洛阳,北京,公路,834.2,2,3,41062.07,已送达
TRS-02417,ORD-02912,贵州贞丰,重庆,公路,456.1,2,2,21153.15,已送达
TRS-02418,ORD-02913,福建上杭,上海,水运,771.3,5,6,21010.08,已送达
TRS-02419,ORD-02914,新疆阿勒泰,天津,铁路,3342.9,7,9,114194.40,延误
TRS-02420,ORD-02915,河南洛阳,西安,公路,571.8,2,2,27431.38,已送达
TRS-02421,ORD-02916,福建上杭,合肥,公路,751.7,3,3,40292.44,已送达
TRS-02422,ORD-02918,福建上杭,深圳,水运,980.9,5,5,24507.10,已送达
TRS-02423,ORD-02919,贵州贞丰,昆明,公路,630.1,2,2,22605.36,已送达
TRS-02424,ORD-02921,福建上杭,苏州,公路,1009.2,3,4,42827.58,已送达
TRS-02425,ORD-02922,福建上杭,佛山,铁路,1243.6,4,4,30974.22,已送达
TRS-02426,ORD-02923,新疆阿勒泰,银川,铁路,2242.0,5,6,67073.47,已送达
TRS-02427,ORD-02924,福建上杭,无锡,公路,830.4,3,3,40921.94,已送达
TRS-02428,ORD-02925,黑龙江多宝山,长春,铁路,686.6,2,2,27907.75,已送达
TRS-02429,ORD-02926,新疆阿勒泰,石家庄,铁路,3623.2,7,7,89733.76,已送达
TRS-02430,ORD-02928,福建上杭,东莞,水运,1014.7,5,5,26130.91,已送达
TRS-02431,ORD-02929,贵州贞丰,武汉,铁路,1090.4,4,5,48946.00,已送达
TRS-02432,ORD-02930,河南洛阳,乌鲁木齐,铁路,2932.3,7,8,78755.25,已送达
TRS-02433,ORD-02931,黑龙江多宝山,哈尔滨,公路,410.7,1,1,17273.81,已送达
TRS-02434,ORD-02933,福建上杭,汕头,公路,615.6,2,2,25563.36,已送达
TRS-02435,ORD-02934,新疆阿勒泰,太原,铁路,3454.7,6,7,76202.24,已送达
TRS-02436,ORD-02935,贵州贞丰,贵阳,公路,283.5,1,1,11238.31,已送达
TRS-02437,ORD-02937,福建上杭,珠海,水运,1240.7,5,5,23933.23,已送达
TRS-02438,ORD-02938,河南洛阳,西宁,铁路,1524.1,4,5,45648.30,已送达
TRS-02439,ORD-02939,福建上杭,温州,公路,614.3,2,2,31066.02,已送达
TRS-02440,ORD-02940,黑龙江多宝山,大连,铁路,819.7,3,4,36542.38,已送达
TRS-02441,ORD-02941,新疆阿勒泰,呼和浩特,铁路,2633.1,6,6,83831.51,已送达
TRS-02442,ORD-02942,贵州贞丰,南宁,铁路,792.9,3,3,30570.75,已送达
TRS-02443,ORD-02943,福建上杭,宁波,水运,839.2,4,4,21472.82,已送达
TRS-02444,ORD-02945,河南洛阳,郑州,公路,148.8,1,1,7460.53,已送达
TRS-02445,ORD-02946,贵州贞丰,成都,公路,586.6,2,3,27310.28,已送达
TRS-02446,ORD-02948,黑龙江多宝山,长春,铁路,622.6,2,2,29107.30,已送达
TRS-02447,ORD-02949,新疆阿勒泰,兰州,铁路,2877.6,6,8,76467.71,延误
TRS-02448,ORD-02950,福建上杭,厦门,公路,235.9,1,1,13457.50,已送达
TRS-02449,ORD-02951,福建上杭,上海,水运,773.1,5,5,24335.94,已送达
TRS-02450,ORD-02952,新疆阿勒泰,北京,铁路,3323.8,7,7,103522.64,已送达
TRS-02451,ORD-02954,福建上杭,广州,水运,1348.7,5,6,29898.36,已送达
TRS-02452,ORD-02955,福建上杭,南京,公路,759.1,3,3,39340.72,已送达
TRS-02453,ORD-02956,黑龙江多宝山,沈阳,铁路,820.6,3,4,27824.10,已送达
TRS-02454,ORD-02957,河南洛阳,西安,铁路,581.5,2,2,19452.14,已送达
TRS-02455,ORD-02958,福建上杭,杭州,公路,947.2,3,3,36316.77,已送达
TRS-02456,ORD-02960,福建上杭,深圳,水运,1087.8,5,5,21416.65,已送达
TRS-02457,ORD-02961,贵州贞丰,重庆,公路,466.1,2,2,23482.16,已送达
TRS-02458,ORD-02962,福建上杭,合肥,铁路,1035.3,3,3,36559.88,已送达
TRS-02459,ORD-02963,福建上杭,佛山,水运,1068.2,5,6,24280.22,已送达
TRS-02460,ORD-02965,黑龙江多宝山,哈尔滨,公路,303.1,1,1,17623.77,已送达
TRS-02461,ORD-02966,新疆阿勒泰,石家庄,铁路,3174.4,7,8,101343.43,已送达
TRS-02462,ORD-02967,福建上杭,苏州,公路,1023.4,3,3,37350.32,已送达
TRS-02463,ORD-02968,贵州贞丰,昆明,公路,490.1,2,2,23779.11,已送达
TRS-02464,ORD-02969,福建上杭,汕头,水运,556.8,4,4,17743.72,已送达
TRS-02465,ORD-02970,福建上杭,无锡,公路,1097.7,3,3,47724.62,已送达
TRS-02466,ORD-02971,福建上杭,上海,水运,742.6,5,5,23439.33,已送达
TRS-02467,ORD-02973,新疆阿勒泰,天津,铁路,3609.0,7,7,96084.00,已送达
TRS-02468,ORD-02974,贵州贞丰,贵阳,公路,292.1,1,1,13785.38,已送达
TRS-02469,ORD-02976,河南洛阳,银川,铁路,1245.5,4,5,47463.89,已送达
TRS-02470,ORD-02977,福建上杭,温州,公路,629.3,2,2,33869.70,运输中
TRS-02471,ORD-02978,福建上杭,东莞,水运,953.0,5,5,21436.73,已送达
TRS-02472,ORD-02979,新疆阿勒泰,太原,铁路,2812.0,6,7,98084.05,已送达
TRS-02473,ORD-02980,福建上杭,苏州,公路,1022.8,3,3,42332.43,已送达
TRS-02474,ORD-02981,黑龙江多宝山,大连,铁路,890.6,3,3,42242.40,已送达
TRS-02475,ORD-02982,贵州贞丰,南宁,铁路,757.9,3,4,32261.41,已送达
TRS-02476,ORD-02984,福建上杭,珠海,水运,1116.1,5,5,22189.80,已送达
TRS-02477,ORD-02985,河南洛阳,乌鲁木齐,铁路,2793.4,7,9,85228.26,延误
TRS-02478,ORD-02986,新疆阿勒泰,呼和浩特,铁路,2626.6,6,6,66886.87,已送达
TRS-02479,ORD-02987,福建上杭,上海,公路,972.0,3,3,44173.67,已送达
TRS-02480,ORD-02988,贵州贞丰,成都,公路,744.9,2,2,24141.88,已送达
TRS-02481,ORD-02990,福建上杭,厦门,公路,252.2,1,1,11683.81,已送达
TRS-02482,ORD-02991,福建上杭,杭州,水运,661.2,4,4,19354.88,已送达
TRS-02483,ORD-02992,新疆阿勒泰,北京,铁路,3957.8,7,7,85167.21,已送达
TRS-02484,ORD-02994,福建上杭,广州,水运,1337.4,5,5,25804.84,已送达
TRS-02485,ORD-02995,贵州贞丰,重庆,公路,499.2,2,2,22149.23,已送达
TRS-02486,ORD-02996,黑龙江多宝山,沈阳,铁路,940.2,3,3,36083.07,已送达
TRS-02487,ORD-02997,福建上杭,合肥,公路,959.4,3,3,40332.04,已送达
TRS-02488,ORD-02998,新疆阿勒泰,石家庄,铁路,3387.5,7,8,98243.67,已送达
TRS-02489,ORD-02999,福建上杭,深圳,水运,955.4,5,5,29363.88,已送达
TRS-02490,ORD-03000,贵州贞丰,昆明,公路,592.0,2,2,22230.42,已送达
TRS-02491,ORD-03001,福建上杭,上海,公路,1028.2,3,3,51058.12,已送达
TRS-02492,ORD-03002,福建上杭,广州,铁路,1107.0,4,4,34667.55,已送达
TRS-02493,ORD-03003,新疆阿勒泰,北京,铁路,3104.7,7,8,106240.68,已送达
TRS-02494,ORD-03004,贵州贞丰,成都,公路,648.3,2,2,29227.58,运输中
TRS-02495,ORD-03005,福建上杭,南京,水运,768.3,5,5,23878.56,已送达
TRS-02496,ORD-03006,新疆阿勒泰,兰州,铁路,2859.0,6,7,81855.35,已送达
TRS-02497,ORD-03008,福建上杭,杭州,公路,936.9,3,3,40333.40,已送达
TRS-02498,ORD-03009,黑龙江多宝山,沈阳,铁路,883.5,3,3,30627.78,已送达
TRS-02499,ORD-03010,河南洛阳,北京,公路,713.5,2,3,36542.56,已送达
TRS-02500,ORD-03012,贵州贞丰,重庆,公路,428.7,2,2,19809.33,已送达
TRS-02501,ORD-03013,福建上杭,上海,水运,749.3,5,6,21339.25,已送达
TRS-02502,ORD-03014,新疆阿勒泰,天津,铁路,4043.9,7,9,83332.34,延误
TRS-02503,ORD-03015,河南洛阳,西安,公路,482.2,2,2,26435.83,已送达
TRS-02504,ORD-03016,福建上杭,合肥,公路,898.3,3,3,43129.12,已送达
TRS-02505,ORD-03018,福建上杭,深圳,水运,1259.3,5,5,29281.38,已送达
TRS-02506,ORD-03019,贵州贞丰,昆明,公路,548.0,2,2,25262.59,已送达
TRS-02507,ORD-03021,福建上杭,苏州,公路,920.5,3,4,39469.10,已送达
TRS-02508,ORD-03022,福建上杭,佛山,铁路,1101.5,4,4,36416.45,已送达
TRS-02509,ORD-03023,新疆阿勒泰,银川,铁路,2324.4,5,6,77363.93,已送达
TRS-02510,ORD-03024,福建上杭,无锡,公路,1083.7,3,3,48472.44,已送达
TRS-02511,ORD-03025,黑龙江多宝山,长春,铁路,616.5,2,2,28507.53,已送达
TRS-02512,ORD-03026,新疆阿勒泰,石家庄,铁路,3118.0,7,7,82559.70,已送达
TRS-02513,ORD-03028,福建上杭,东莞,水运,1149.2,5,5,25898.86,已送达
TRS-02514,ORD-03029,贵州贞丰,武汉,铁路,1061.5,4,5,36318.16,已送达
TRS-02515,ORD-03030,河南洛阳,乌鲁木齐,铁路,3260.4,7,8,78636.18,已送达
TRS-02516,ORD-03031,黑龙江多宝山,哈尔滨,公路,329.2,1,1,15359.64,已送达
TRS-02517,ORD-03033,福建上杭,汕头,公路,561.3,2,2,32908.17,已送达
TRS-02518,ORD-03034,新疆阿勒泰,太原,铁路,2830.8,6,7,91711.09,已送达
TRS-02519,ORD-03035,贵州贞丰,贵阳,公路,303.6,1,1,11811.32,已送达
TRS-02520,ORD-03037,福建上杭,珠海,水运,949.1,5,5,27118.75,已送达
TRS-02521,ORD-03038,河南洛阳,西宁,铁路,1339.6,4,5,52558.64,已送达
TRS-02522,ORD-03039,福建上杭,温州,公路,780.3,2,2,33356.48,已送达
TRS-02523,ORD-03040,黑龙江多宝山,大连,铁路,1007.5,3,4,33471.40,已送达
TRS-02524,ORD-03041,新疆阿勒泰,呼和浩特,铁路,2998.3,6,6,84050.30,已送达
TRS-02525,ORD-03042,贵州贞丰,南宁,铁路,850.3,3,3,34417.76,已送达
TRS-02526,ORD-03043,福建上杭,宁波,水运,706.5,4,4,18638.12,已送达
TRS-02527,ORD-03045,河南洛阳,郑州,公路,176.6,1,1,6942.82,已送达
TRS-02528,ORD-03046,贵州贞丰,成都,公路,733.7,2,3,24254.61,已送达
TRS-02529,ORD-03048,黑龙江多宝山,长春,铁路,516.0,2,2,28297.97,已送达
TRS-02530,ORD-03049,新疆阿勒泰,兰州,铁路,2660.7,6,8,87705.72,延误
TRS-02531,ORD-03050,福建上杭,厦门,公路,242.8,1,1,10634.41,已送达
TRS-02532,ORD-03051,福建上杭,上海,水运,991.7,5,5,19449.23,已送达
TRS-02533,ORD-03052,新疆阿勒泰,北京,铁路,3046.5,7,7,86803.68,已送达
TRS-02534,ORD-03054,福建上杭,广州,水运,1218.7,5,6,22945.99,已送达
TRS-02535,ORD-03055,福建上杭,南京,公路,920.2,3,3,44249.80,已送达
TRS-02536,ORD-03056,黑龙江多宝山,沈阳,铁路,774.8,3,4,33709.18,已送达
TRS-02537,ORD-03057,河南洛阳,西安,铁路,568.7,2,2,20482.33,已送达
TRS-02538,ORD-03058,福建上杭,杭州,公路,921.6,3,3,45221.82,已送达
TRS-02539,ORD-03060,福建上杭,深圳,水运,1222.7,5,5,27705.62,已送达
TRS-02540,ORD-03061,贵州贞丰,重庆,公路,553.8,2,2,23648.42,已送达
TRS-02541,ORD-03062,福建上杭,合肥,铁路,782.9,3,3,40730.58,已送达
TRS-02542,ORD-03063,福建上杭,佛山,水运,1284.2,5,6,27482.05,已送达
TRS-02543,ORD-03065,黑龙江多宝山,哈尔滨,公路,355.4,1,1,16692.68,已送达
TRS-02544,ORD-03066,新疆阿勒泰,石家庄,铁路,3078.5,7,8,97958.29,已送达
TRS-02545,ORD-03067,福建上杭,苏州,公路,892.7,3,3,37956.23,已送达
TRS-02546,ORD-03068,贵州贞丰,昆明,公路,515.3,2,2,30307.63,已送达
TRS-02547,ORD-03069,福建上杭,汕头,水运,614.6,4,4,16170.21,已送达
TRS-02548,ORD-03070,福建上杭,无锡,公路,964.4,3,3,45529.43,已送达
TRS-02549,ORD-03071,福建上杭,上海,水运,815.7,5,5,25061.94,已送达
TRS-02550,ORD-03073,新疆阿勒泰,天津,铁路,3369.1,7,7,99838.68,已送达
TRS-02551,ORD-03074,贵州贞丰,贵阳,公路,295.7,1,1,12533.63,已送达
TRS-02552,ORD-03076,河南洛阳,银川,铁路,1207.9,4,5,46153.92,已送达
TRS-02553,ORD-03077,福建上杭,温州,公路,712.4,2,2,30654.18,运输中
TRS-02554,ORD-03078,福建上杭,东莞,水运,1066.8,5,5,24041.62,已送达
TRS-02555,ORD-03079,新疆阿勒泰,太原,铁路,3201.8,6,7,75753.44,已送达
TRS-02556,ORD-03080,福建上杭,苏州,公路,949.1,3,3,41522.18,已送达
TRS-02557,ORD-03081,黑龙江多宝山,大连,铁路,824.0,3,3,42236.46,已送达
TRS-02558,ORD-03082,贵州贞丰,南宁,铁路,887.0,3,4,34095.68,已送达
TRS-02559,ORD-03084,福建上杭,珠海,水运,1195.2,5,5,26178.35,已送达
TRS-02560,ORD-03085,河南洛阳,乌鲁木齐,铁路,3700.0,7,9,76646.94,延误
TRS-02561,ORD-03086,新疆阿勒泰,呼和浩特,铁路,2587.4,6,6,67574.13,已送达
TRS-02562,ORD-03087,福建上杭,上海,公路,1098.4,3,3,52906.95,已送达
TRS-02563,ORD-03088,贵州贞丰,成都,公路,716.8,2,2,28613.12,已送达
TRS-02564,ORD-03090,福建上杭,厦门,公路,250.1,1,1,13333.15,已送达
TRS-02565,ORD-03091,福建上杭,杭州,水运,673.0,4,4,22815.26,已送达
TRS-02566,ORD-03092,新疆阿勒泰,北京,铁路,3414.1,7,7,87803.75,已送达
TRS-02567,ORD-03094,福建上杭,广州,水运,1202.2,5,5,28721.19,已送达
TRS-02568,ORD-03095,贵州贞丰,重庆,公路,559.4,2,2,25149.78,已送达
TRS-02569,ORD-03096,黑龙江多宝山,沈阳,铁路,797.6,3,3,32225.50,已送达
TRS-02570,ORD-03097,福建上杭,合肥,公路,797.9,3,3,37218.16,已送达
TRS-02571,ORD-03098,新疆阿勒泰,石家庄,铁路,3414.8,7,8,93601.63,已送达
TRS-02572,ORD-03099,福建上杭,深圳,水运,1231.9,5,5,23507.20,已送达
TRS-02573,ORD-03100,贵州贞丰,昆明,公路,559.4,2,2,30380.56,已送达
TRS-02574,ORD-03101,福建上杭,上海,公路,1149.5,3,3,48692.52,已送达
TRS-02575,ORD-03102,福建上杭,广州,铁路,1209.3,4,4,41500.60,已送达
TRS-02576,ORD-03103,新疆阿勒泰,北京,铁路,3127.7,7,8,99791.99,已送达
TRS-02577,ORD-03104,贵州贞丰,成都,公路,744.2,2,2,29605.49,运输中
TRS-02578,ORD-03105,福建上杭,南京,水运,751.9,5,5,21839.22,已送达
TRS-02579,ORD-03106,新疆阿勒泰,兰州,铁路,2768.2,6,7,89759.58,已送达
TRS-02580,ORD-03108,福建上杭,杭州,公路,799.7,3,3,38435.96,已送达
TRS-02581,ORD-03109,黑龙江多宝山,沈阳,铁路,818.3,3,3,30958.30,已送达
TRS-02582,ORD-03110,河南洛阳,北京,公路,704.1,2,3,38675.84,已送达
TRS-02583,ORD-03112,贵州贞丰,重庆,公路,440.0,2,2,18863.35,已送达
TRS-02584,ORD-03113,福建上杭,上海,水运,997.2,5,6,19603.29,已送达
TRS-02585,ORD-03114,新疆阿勒泰,天津,铁路,3461.4,7,9,86776.55,延误
TRS-02586,ORD-03115,河南洛阳,西安,公路,520.2,2,2,25883.81,已送达
TRS-02587,ORD-03116,福建上杭,合肥,公路,1025.4,3,3,41810.44,已送达
TRS-02588,ORD-03118,福建上杭,深圳,水运,1257.3,5,5,21921.55,已送达
TRS-02589,ORD-03119,贵州贞丰,昆明,公路,564.1,2,2,26739.21,已送达
TRS-02590,ORD-03121,福建上杭,苏州,公路,931.3,3,4,41500.45,已送达
TRS-02591,ORD-03122,福建上杭,佛山,铁路,999.9,4,4,35761.86,已送达
TRS-02592,ORD-03123,新疆阿勒泰,银川,铁路,2141.4,5,6,68066.64,已送达
TRS-02593,ORD-03124,福建上杭,无锡,公路,826.0,3,3,38177.59,已送达
TRS-02594,ORD-03125,黑龙江多宝山,长春,铁路,558.9,2,2,22692.10,已送达
TRS-02595,ORD-03126,新疆阿勒泰,石家庄,铁路,3235.7,7,7,100803.02,已送达
TRS-02596,ORD-03128,福建上杭,东莞,水运,1172.1,5,5,22444.94,已送达
TRS-02597,ORD-03129,贵州贞丰,武汉,铁路,1072.9,4,5,40366.66,已送达
TRS-02598,ORD-03130,河南洛阳,乌鲁木齐,铁路,3484.1,7,8,80793.86,已送达
TRS-02599,ORD-03131,黑龙江多宝山,哈尔滨,公路,407.9,1,1,14041.45,已送达
TRS-02600,ORD-03133,福建上杭,汕头,公路,581.7,2,2,29905.50,已送达
TRS-02601,ORD-03134,新疆阿勒泰,太原,铁路,3569.9,6,7,87562.49,已送达
TRS-02602,ORD-03135,贵州贞丰,贵阳,公路,238.6,1,1,10413.84,已送达
TRS-02603,ORD-03137,福建上杭,珠海,水运,968.2,5,5,24854.65,已送达
TRS-02604,ORD-03138,河南洛阳,西宁,铁路,1311.1,4,5,59022.81,已送达
TRS-02605,ORD-03139,福建上杭,温州,公路,707.6,2,2,32014.30,已送达
TRS-02606,ORD-03140,黑龙江多宝山,大连,铁路,790.1,3,4,34753.25,已送达
TRS-02607,ORD-03141,新疆阿勒泰,呼和浩特,铁路,2524.1,6,6,79790.33,已送达
TRS-02608,ORD-03142,贵州贞丰,南宁,铁路,812.1,3,3,34205.50,已送达
TRS-02609,ORD-03143,福建上杭,宁波,水运,806.1,4,4,23026.46,已送达
TRS-02610,ORD-03145,河南洛阳,郑州,公路,143.3,1,1,7447.33,已送达
TRS-02611,ORD-03146,贵州贞丰,成都,公路,697.9,2,3,27249.29,已送达
TRS-02612,ORD-03148,黑龙江多宝山,长春,铁路,559.5,2,2,27181.75,已送达
TRS-02613,ORD-03149,新疆阿勒泰,兰州,铁路,2731.0,6,8,86604.38,延误
TRS-02614,ORD-03150,福建上杭,厦门,公路,291.1,1,1,12785.09,已送达
TRS-02615,ORD-03151,福建上杭,上海,水运,792.7,5,5,21941.59,已送达
TRS-02616,ORD-03152,新疆阿勒泰,北京,铁路,3925.1,7,7,94399.79,已送达
TRS-02617,ORD-03154,福建上杭,广州,水运,1327.4,5,6,29309.77,已送达
TRS-02618,ORD-03155,福建上杭,南京,公路,958.9,3,3,36360.16,已送达
TRS-02619,ORD-03156,黑龙江多宝山,沈阳,铁路,919.9,3,4,35948.96,已送达
TRS-02620,ORD-03157,河南洛阳,西安,铁路,511.4,2,2,23217.17,已送达
TRS-02621,ORD-03158,福建上杭,杭州,公路,799.9,3,3,45855.22,已送达
TRS-02622,ORD-03160,福建上杭,深圳,水运,972.6,5,5,22471.00,已送达
TRS-02623,ORD-03161,贵州贞丰,重庆,公路,415.0,2,2,24305.45,已送达
TRS-02624,ORD-03162,福建上杭,合肥,铁路,753.9,3,3,35989.31,已送达
TRS-02625,ORD-03163,福建上杭,佛山,水运,1227.5,5,6,26156.28,已送达
TRS-02626,ORD-03165,黑龙江多宝山,哈尔滨,公路,365.6,1,1,13512.30,已送达
TRS-02627,ORD-03166,新疆阿勒泰,石家庄,铁路,3302.1,7,8,87104.59,已送达
TRS-02628,ORD-03167,福建上杭,苏州,公路,1116.2,3,3,49477.09,已送达
TRS-02629,ORD-03168,贵州贞丰,昆明,公路,616.9,2,2,22133.46,已送达
TRS-02630,ORD-03169,福建上杭,汕头,水运,564.6,4,4,18740.45,已送达
TRS-02631,ORD-03170,福建上杭,无锡,公路,878.0,3,3,38889.93,已送达
TRS-02632,ORD-03171,福建上杭,上海,水运,837.9,5,5,24404.91,已送达
TRS-02633,ORD-03173,新疆阿勒泰,天津,铁路,3995.5,7,7,111044.49,已送达
TRS-02634,ORD-03174,贵州贞丰,贵阳,公路,298.3,1,1,10901.71,已送达
TRS-02635,ORD-03176,河南洛阳,银川,铁路,1176.5,4,5,42087.79,已送达
TRS-02636,ORD-03177,福建上杭,温州,公路,781.2,2,2,37284.80,运输中
TRS-02637,ORD-03178,福建上杭,东莞,水运,1038.3,5,5,21096.17,已送达
TRS-02638,ORD-03179,新疆阿勒泰,太原,铁路,3281.1,6,7,92064.52,已送达
TRS-02639,ORD-03180,福建上杭,苏州,公路,848.5,3,3,40127.30,已送达
TRS-02640,ORD-03181,黑龙江多宝山,大连,铁路,1038.5,3,3,37055.59,已送达
TRS-02641,ORD-03182,贵州贞丰,南宁,铁路,787.6,3,4,36521.31,已送达
TRS-02642,ORD-03184,福建上杭,珠海,水运,1267.3,5,5,23050.51,已送达
TRS-02643,ORD-03185,河南洛阳,乌鲁木齐,铁路,3226.1,7,9,83967.93,延误
TRS-02644,ORD-03186,新疆阿勒泰,呼和浩特,铁路,2508.4,6,6,76240.79,已送达
TRS-02645,ORD-03187,福建上杭,上海,公路,949.1,3,3,42584.71,已送达
TRS-02646,ORD-03188,贵州贞丰,成都,公路,557.4,2,2,32256.45,已送达
TRS-02647,ORD-03190,福建上杭,厦门,公路,245.4,1,1,10910.03,已送达
TRS-02648,ORD-03191,福建上杭,杭州,水运,646.7,4,4,20929.64,已送达
TRS-02649,ORD-03192,新疆阿勒泰,北京,铁路,3407.8,7,7,84571.57,已送达
TRS-02650,ORD-03194,福建上杭,广州,水运,1161.3,5,5,30470.65,已送达
TRS-02651,ORD-03195,贵州贞丰,重庆,公路,430.3,2,2,20904.86,已送达
TRS-02652,ORD-03196,黑龙江多宝山,沈阳,铁路,794.0,3,3,32351.17,已送达
TRS-02653,ORD-03197,福建上杭,合肥,公路,886.0,3,3,42277.72,已送达
TRS-02654,ORD-03198,新疆阿勒泰,石家庄,铁路,3833.8,7,8,108001.38,已送达
TRS-02655,ORD-03199,福建上杭,深圳,水运,1109.1,5,5,24874.22,已送达
TRS-02656,ORD-03200,贵州贞丰,昆明,公路,598.0,2,2,22328.23,已送达
TRS-02657,ORD-03201,福建上杭,上海,公路,1137.0,3,3,41372.96,已送达
TRS-02658,ORD-03202,福建上杭,广州,铁路,1245.2,4,4,34976.04,已送达
TRS-02659,ORD-03203,新疆阿勒泰,北京,铁路,3971.2,7,8,82521.27,已送达
TRS-02660,ORD-03204,贵州贞丰,成都,公路,593.0,2,2,32807.15,运输中
TRS-02661,ORD-03205,福建上杭,南京,水运,950.6,5,5,24643.76,已送达
TRS-02662,ORD-03206,新疆阿勒泰,兰州,铁路,2922.8,6,7,71329.01,已送达
TRS-02663,ORD-03208,福建上杭,杭州,公路,998.6,3,3,42320.92,已送达
TRS-02664,ORD-03209,黑龙江多宝山,沈阳,铁路,798.6,3,3,34439.94,已送达
TRS-02665,ORD-03210,河南洛阳,北京,公路,720.2,2,3,30026.04,已送达
TRS-02666,ORD-03212,贵州贞丰,重庆,公路,459.4,2,2,18930.87,已送达
TRS-02667,ORD-03213,福建上杭,上海,水运,887.5,5,6,22881.87,已送达
TRS-02668,ORD-03214,新疆阿勒泰,天津,铁路,3241.5,7,9,94360.28,延误
TRS-02669,ORD-03215,河南洛阳,西安,公路,528.4,2,2,27992.90,已送达
TRS-02670,ORD-03216,福建上杭,合肥,公路,748.3,3,3,45724.24,已送达
TRS-02671,ORD-03218,福建上杭,深圳,水运,1211.6,5,5,24564.03,已送达
TRS-02672,ORD-03219,贵州贞丰,昆明,公路,603.8,2,2,24488.67,已送达
TRS-02673,ORD-03221,福建上杭,苏州,公路,1112.7,3,4,43566.64,已送达
TRS-02674,ORD-03222,福建上杭,佛山,铁路,1117.4,4,4,34370.71,已送达
TRS-02675,ORD-03223,新疆阿勒泰,银川,铁路,1973.5,5,6,66914.28,已送达
TRS-02676,ORD-03224,福建上杭,无锡,公路,971.1,3,3,48634.20,已送达
TRS-02677,ORD-03225,黑龙江多宝山,长春,铁路,644.7,2,2,24308.27,已送达
TRS-02678,ORD-03226,新疆阿勒泰,石家庄,铁路,3832.7,7,7,99700.95,已送达
TRS-02679,ORD-03228,福建上杭,东莞,水运,1197.3,5,5,20901.34,已送达
TRS-02680,ORD-03229,贵州贞丰,武汉,铁路,987.1,4,5,41321.62,已送达
TRS-02681,ORD-03230,河南洛阳,乌鲁木齐,铁路,3453.2,7,8,100212.90,已送达
TRS-02682,ORD-03231,黑龙江多宝山,哈尔滨,公路,302.7,1,1,14277.57,已送达
TRS-02683,ORD-03233,福建上杭,汕头,公路,580.8,2,2,25544.55,已送达
TRS-02684,ORD-03234,新疆阿勒泰,太原,铁路,3174.3,6,7,75380.38,已送达
