record_id,record_date,warehouse_id,warehouse_location,product_category,stock_quantity_tons,min_stock_tons,max_capacity_tons
INV-00624,2026-10-15,WH-05,河南洛阳,钼精矿,358.2,80.0,600.0
INV-00625,2026-02-15,WH-01,福建上杭,金矿石,963.8,200.0,2000.0
INV-00626,2026-02-15,WH-01,福建上杭,铜精矿,1185.3,300.0,3000.0
INV-00627,2026-02-15,WH-01,福建上杭,银精矿,115.9,50.0,500.0
INV-00628,2026-02-15,WH-02,新疆阿勒泰,金矿石,603.2,150.0,1500.0
INV-00629,2026-02-15,WH-02,新疆阿勒泰,铜精矿,829.1,250.0,2500.0
INV-00630,2026-02-15,WH-02,新疆阿勒泰,锌精矿,1917.0,400.0,4000.0
INV-00631,2026-02-15,WH-03,黑龙江多宝山,铜精矿,746.2,200.0,2000.0
INV-00632,2026-02-15,WH-03,黑龙江多宝山,钼精矿,352.4,100.0,800.0
INV-00633,2026-02-15,WH-04,贵州贞丰,金矿石,407.6,100.0,1000.0
INV-00634,2026-02-15,WH-04,贵州贞丰,锌精矿,1236.1,300.0,2500.0
INV-00635,2026-02-15,WH-05,河南洛阳,银精矿,105.9,40.0,400.0
INV-00636,2026-02-15,WH-05,河南洛阳,钼精矿,284.5,80.0,600.0
INV-00637,2026-05-15,WH-01,福建上杭,金矿石,722.1,200.0,2000.0
INV-00638,2026-05-15,WH-01,福建上杭,铜精矿,995.3,300.0,3000.0
INV-00639,2026-05-15,WH-01,福建上杭,银精矿,80.7,50.0,500.0
INV-00640,2026-05-15,WH-02,新疆阿勒泰,金矿石,428.2,150.0,1500.0
INV-00641,2026-05-15,WH-02,新疆阿勒泰,铜精矿,1283.9,250.0,2500.0
INV-00642,2026-05-15,WH-02,新疆阿勒泰,锌精矿,1383.5,400.0,4000.0
INV-00643,2026-05-15,WH-03,黑龙江多宝山,铜精矿,555.8,200.0,2000.0
INV-00644,2026-05-15,WH-03,黑龙江多宝山,钼精矿,191.9,100.0,800.0
INV-00645,2026-05-15,WH-04,贵州贞丰,金矿石,301.2,100.0,1000.0
INV-00646,2026-05-15,WH-04,贵州贞丰,锌精矿,921.1,300.0,2500.0
INV-00647,2026-05-15,WH-05,河南洛阳,银精矿,42.3,40.0,400.0
INV-00648,2026-05-15,WH-05,河南洛阳,钼精矿,228.3,80.0,600.0
INV-00649,2026-08-15,WH-01,福建上杭,金矿石,625.4,200.0,2000.0
INV-00650,2026-08-15,WH-01,福建上杭,铜精矿,931.4,300.0,3000.0
INV-00651,2026-08-15,WH-01,福建上杭,银精矿,73.0,50.0,500.0
INV-00652,2026-08-15,WH-02,新疆阿勒泰,金矿石,373.5,150.0,1500.0
INV-00653,2026-08-15,WH-02,新疆阿勒泰,铜精矿,851.2,250.0,2500.0
INV-00654,2026-08-15,WH-02,新疆阿勒泰,锌精矿,1485.1,400.0,4000.0
INV-00655,2026-08-15,WH-03,黑龙江多宝山,铜精矿,644.2,200.0,2000.0
INV-00656,2026-08-15,WH-03,黑龙江多宝山,钼精矿,96.3,100.0,800.0
INV-00657,2026-08-15,WH-04,贵州贞丰,金矿石,318.2,100.0,1000.0
INV-00658,2026-08-15,WH-04,贵州贞丰,锌精矿,669.2,300.0,2500.0
INV-00659,2026-08-15,WH-05,河南洛阳,银精矿,40.4,40.0,400.0
INV-00660,2026-08-15,WH-05,河南洛阳,钼精矿,145.5,80.0,600.0
INV-00661,2026-11-15,WH-01,福建上杭,金矿石,991.8,200.0,2000.0
INV-00662,2026-11-15,WH-01,福建上杭,铜精矿,1227.5,300.0,3000.0
INV-00663,2026-11-15,WH-01,福建上杭,银精矿,109.4,50.0,500.0
INV-00664,2026-11-15,WH-02,新疆阿勒泰,金矿石,615.4,150.0,1500.0
INV-00665,2026-11-15,WH-02,新疆阿勒泰,铜精矿,1230.1,250.0,2500.0
INV-00666,2026-11-15,WH-02,新疆阿勒泰,锌精矿,1509.2,400.0,4000.0
INV-00667,2026-11-15,WH-03,黑龙江多宝山,铜精矿,817.6,200.0,2000.0
INV-00668,2026-11-15,WH-03,黑龙江多宝山,钼精矿,243.3,100.0,800.0
INV-00669,2026-11-15,WH-04,贵州贞丰,金矿石,475.8,100.0,1000.0
INV-00670,2026-11-15,WH-04,贵州贞丰,锌精矿,1024.8,300.0,2500.0
INV-00671,2026-11-15,WH-05,河南洛阳,银精矿,76.1,40.0,400.0
INV-00672,2026-11-15,WH-05,河南洛阳,钼精矿,264.6,80.0,600.0
INV-00673,2026-03-15,WH-01,福建上杭,金矿石,833.9,200.0,2000.0
INV-00674,2026-03-15,WH-01,福建上杭,铜精矿,1054.5,300.0,3000.0
INV-00675,2026-03-15,WH-01,福建上杭,银精矿,117.0,50.0,500.0
INV-00676,2026-03-15,WH-02,新疆阿勒泰,金矿石,522.5,150.0,1500.0
INV-00677,2026-03-15,WH-02,新疆阿勒泰,铜精矿,1065.1,250.0,2500.0
INV-00678,2026-03-15,WH-02,新疆阿勒泰,锌精矿,1979.2,400.0,4000.0
INV-00679,2026-03-15,WH-03,黑龙江多宝山,铜精矿,777.8,200.0,2000.0
INV-00680,2026-03-15,WH-03,黑龙江多宝山,钼精矿,375.6,100.0,800.0
INV-00681,2026-03-15,WH-04,贵州贞丰,金矿石,370.9,100.0,1000.0
INV-00682,2026-03-15,WH-04,贵州贞丰,锌精矿,988.4,300.0,2500.0
INV-00683,2026-03-15,WH-05,河南洛阳,银精矿,88.5,40.0,400.0
INV-00684,2026-03-15,WH-05,河南洛阳,钼精矿,271.4,80.0,600.0
INV-00685,2026-06-15,WH-01,福建上杭,金矿石,752.7,200.0,2000.0
INV-00686,2026-06-15,WH-01,福建上杭,铜精矿,1063.8,300.0,3000.0
INV-00687,2026-06-15,WH-01,福建上杭,银精矿,78.3,50.0,500.0
INV-00688,2026-06-15,WH-02,新疆阿勒泰,金矿石,532.2,150.0,1500.0
INV-00689,2026-06-15,WH-02,新疆阿勒泰,铜精矿,1168.1,250.0,2500.0
INV-00690,2026-06-15,WH-02,新疆阿勒泰,锌精矿,1349.7,400.0,4000.0
INV-00691,2026-06-15,WH-03,黑龙江多宝山,铜精矿,633.2,200.0,2000.0
INV-00692,2026-06-15,WH-03,黑龙江多宝山,钼精矿,206.8,100.0,800.0
INV-00693,2026-06-15,WH-04,贵州贞丰,金矿石,321.8,100.0,1000.0
INV-00694,2026-06-15,WH-04,贵州贞丰,锌精矿,1048.6,300.0,2500.0
INV-00695,2026-06-15,WH-05,河南洛阳,银精矿,38.9,40.0,400.0
INV-00696,2026-06-15,WH-05,河南洛阳,钼精矿,248.3,80.0,600.0
INV-00697,2026-09-15,WH-01,福建上杭,金矿石,590.6,200.0,2000.0
INV-00698,2026-09-15,WH-01,福建上杭,铜精矿,872.8,300.0,3000.0
INV-00699,2026-09-15,WH-01,福建上杭,银精矿,61.5,50.0,500.0
INV-00700,2026-09-15,WH-02,新疆阿勒泰,金矿石,400.0,150.0,1500.0
INV-00701,2026-09-15,WH-02,新疆阿勒泰,铜精矿,808.3,250.0,2500.0
INV-00702,2026-09-15,WH-02,新疆阿勒泰,锌精矿,1241.7,400.0,4000.0
INV-00703,2026-09-15,WH-03,黑龙江多宝山,铜精矿,608.7,200.0,2000.0
INV-00704,2026-09-15,WH-03,黑龙江多宝山,钼精矿,98.6,100.0,800.0
INV-00705,2026-09-15,WH-04,贵州贞丰,金矿石,279.4,100.0,1000.0
INV-00706,2026-09-15,WH-04,贵州贞丰,锌精矿,773.1,300.0,2500.0
INV-00707,2026-09-15,WH-05,河南洛阳,银精矿,41.3,40.0,400.0
INV-00708,2026-09-15,WH-05,河南洛阳,钼精矿,176.6,80.0,600.0
INV-00709,2026-12-15,WH-01,福建上杭,金矿石,849.3,200.0,2000.0
INV-00710,2026-12-15,WH-01,福建上杭,铜精矿,1510.0,300.0,3000.0
INV-00711,2026-12-15,WH-01,福建上杭,银精矿,126.6,50.0,500.0
INV-00712,2026-12-15,WH-02,新疆阿勒泰,金矿石,489.2,150.0,1500.0
INV-00713,2026-12-15,WH-02,新疆阿勒泰,铜精矿,1149.4,250.0,2500.0
INV-00714,2026-12-15,WH-02,新疆阿勒泰,锌精矿,1656.8,400.0,4000.0
INV-00715,2026-12-15,WH-03,黑龙江多宝山,铜精矿,735.1,200.0,2000.0
INV-00716,2026-12-15,WH-03,黑龙江多宝山,钼精矿,234.7,100.0,800.0
INV-00717,2026-12-15,WH-04,贵州贞丰,金矿石,483.3,100.0,1000.0
INV-00718,2026-12-15,WH-04,贵州贞丰,锌精矿,894.2,300.0,2500.0
INV-00719,2026-12-15,WH-05,河南洛阳,银精矿,84.8,40.0,400.0
INV-00720,2026-12-15,WH-05,河南洛阳,钼精矿,273.0,80.0,600.0
INV-00721,2026-04-15,WH-01,福建上杭,金矿石,760.3,200.0,2000.0
INV-00722,2026-04-15,WH-01,福建上杭,铜精矿,1213.9,300.0,3000.0
INV-00723,2026-04-15,WH-01,福建上杭,银精矿,130.8,50.0,500.0
INV-00724,2026-04-15,WH-02,新疆阿勒泰,金矿石,696.9,150.0,1500.0
INV-00725,2026-04-15,WH-02,新疆阿勒泰,铜精矿,1026.1,250.0,2500.0
INV-00726,2026-04-15,WH-02,新疆阿勒泰,锌精矿,1641.0,400.0,4000.0
INV-00727,2026-04-15,WH-03,黑龙江多宝山,铜精矿,823.5,200.0,2000.0
INV-00728,2026-04-15,WH-03,黑龙江多宝山,钼精矿,401.9,100.0,800.0
INV-00729,2026-04-15,WH-04,贵州贞丰,金矿石,476.4,100.0,1000.0
INV-00730,2026-04-15,WH-04,贵州贞丰,锌精矿,959.7,300.0,2500.0
INV-00731,2026-04-15,WH-05,河南洛阳,银精矿,96.5,40.0,400.0
INV-00732,2026-04-15,WH-05,河南洛阳,钼精矿,296.3,80.0,600.0
INV-00733,2026-07-15,WH-01,福建上杭,金矿石,622.0,200.0,2000.0
INV-00734,2026-07-15,WH-01,福建上杭,铜精矿,913.9,300.0,3000.0
INV-00735,2026-07-15,WH-01,福建上杭,银精矿,90.8,50.0,500.0
INV-00736,2026-07-15,WH-02,新疆阿勒泰,金矿石,427.8,150.0,1500.0
INV-00737,2026-07-15,WH-02,新疆阿勒泰,铜精矿,1289.4,250.0,2500.0
INV-00738,2026-07-15,WH-02,新疆阿勒泰,锌精矿,1478.6,400.0,4000.0
INV-00739,2026-07-15,WH-03,黑龙江多宝山,铜精矿,601.3,200.0,2000.0
INV-00740,2026-07-15,WH-03,黑龙江多宝山,钼精矿,194.7,100.0,800.0
INV-00741,2026-07-15,WH-04,贵州贞丰,金矿石,361.2,100.0,1000.0
INV-00742,2026-07-15,WH-04,贵州贞丰,锌精矿,906.3,300.0,2500.0
INV-00743,2026-07-15,WH-05,河南洛阳,银精矿,42.3,40.0,400.0
INV-00744,2026-07-15,WH-05,河南洛阳,钼精矿,222.7,80.0,600.0
INV-00745,2026-10-15,WH-01,福建上杭,金矿石,498.4,200.0,2000.0
INV-00746,2026-10-15,WH-01,福建上杭,铜精矿,780.2,300.0,3000.0
INV-00747,2026-10-15,WH-01,福建上杭,银精矿,73.0,50.0,500.0
INV-00748,2026-10-15,WH-02,新疆阿勒泰,金矿石,442.5,150.0,1500.0
INV-00749,2026-10-15,WH-02,新疆阿勒泰,铜精矿,877.9,250.0,2500.0
INV-00750,2026-10-15,WH-02,新疆阿勒泰,锌精矿,1575.4,400.0,4000.0
INV-00751,2026-10-15,WH-03,黑龙江多宝山,铜精矿,556.4,200.0,2000.0
INV-00752,2026-10-15,WH-03,黑龙江多宝山,钼精矿,96.5,100.0,800.0
INV-00753,2026-10-15,WH-04,贵州贞丰,金矿石,239.1,100.0,1000.0
INV-00754,2026-10-15,WH-04,贵州贞丰,锌精矿,765.8,300.0,2500.0
INV-00755,2026-10-15,WH-05,河南洛阳,银精矿,45.1,40.0,400.0
INV-00756,2026-10-15,WH-05,河南洛阳,钼精矿,138.2,80.0,600.0
INV-00757,2027-01-15,WH-01,福建上杭,金矿石,909.7,200.0,2000.0
INV-00758,2027-01-15,WH-01,福建上杭,铜精矿,1517.3,300.0,3000.0
INV-00759,2027-01-15,WH-01,福建上杭,银精矿,93.8,50.0,500.0
INV-00760,2027-01-15,WH-02,新疆阿勒泰,金矿石,631.5,150.0,1500.0
INV-00761,2027-01-15,WH-02,新疆阿勒泰,铜精矿,959.4,250.0,2500.0
INV-00762,2027-01-15,WH-02,新疆阿勒泰,锌精矿,1426.5,400.0,4000.0
INV-00763,2027-01-15,WH-03,黑龙江多宝山,铜精矿,808.1,200.0,2000.0
INV-00764,2027-01-15,WH-03,黑龙江多宝山,钼精矿,231.4,100.0,800.0
INV-00765,2027-01-15,WH-04,贵州贞丰,金矿石,549.0,100.0,1000.0
INV-00766,2027-01-15,WH-04,贵州贞丰,锌精矿,1116.7,300.0,2500.0
INV-00767,2027-01-15,WH-05,河南洛阳,银精矿,65.6,40.0,400.0
INV-00768,2027-01-15,WH-05,河南洛阳,钼精矿,327.0,80.0,600.0
INV-00769,2026-05-15,WH-01,福建上杭,金矿石,750.2,200.0,2000.0
INV-00770,2026-05-15,WH-01,福建上杭,铜精矿,1173.0,300.0,3000.0
INV-00771,2026-05-15,WH-01,福建上杭,银精矿,126.8,50.0,500.0
INV-00772,2026-05-15,WH-02,新疆阿勒泰,金矿石,578.5,150.0,1500.0
INV-00773,2026-05-15,WH-02,新疆阿勒泰,铜精矿,820.3,250.0,2500.0
INV-00774,2026-05-15,WH-02,新疆阿勒泰,锌精矿,1613.9,400.0,4000.0
INV-00775,2026-05-15,WH-03,黑龙江多宝山,铜精矿,700.2,200.0,2000.0
INV-00776,2026-05-15,WH-03,黑龙江多宝山,钼精矿,365.3,100.0,800.0
INV-00777,2026-05-15,WH-04,贵州贞丰,金矿石,444.2,100.0,1000.0
INV-00778,2026-05-15,WH-04,贵州贞丰,锌精矿,1154.0,300.0,2500.0
INV-00779,2026-05-15,WH-05,河南洛阳,银精矿,87.7,40.0,400.0
INV-00780,2026-05-15,WH-05,河南洛阳,钼精矿,240.5,80.0,600.0
INV-00781,2026-08-15,WH-01,福建上杭,金矿石,714.6,200.0,2000.0
INV-00782,2026-08-15,WH-01,福建上杭,铜精矿,1051.2,300.0,3000.0
INV-00783,2026-08-15,WH-01,福建上杭,银精矿,95.6,50.0,500.0
INV-00784,2026-08-15,WH-02,新疆阿勒泰,金矿石,427.4,150.0,1500.0
INV-00785,2026-08-15,WH-02,新疆阿勒泰,铜精矿,1065.5,250.0,2500.0
INV-00786,2026-08-15,WH-02,新疆阿勒泰,锌精矿,1684.1,400.0,4000.0
INV-00787,2026-08-15,WH-03,黑龙江多宝山,铜精矿,673.8,200.0,2000.0
INV-00788,2026-08-15,WH-03,黑龙江多宝山,钼精矿,188.0,100.0,800.0
INV-00789,2026-08-15,WH-04,贵州贞丰,金矿石,333.4,100.0,1000.0
INV-00790,2026-08-15,WH-04,贵州贞丰,锌精矿,778.2,300.0,2500.0
INV-00791,2026-08-15,WH-05,河南洛阳,银精矿,42.0,40.0,400.0
INV-00792,2026-08-15,WH-05,河南洛阳,钼精矿,192.6,80.0,600.0
INV-00793,2026-11-15,WH-01,福建上杭,金矿石,675.9,200.0,2000.0
INV-00794,2026-11-15,WH-01,福建上杭,铜精矿,803.7,300.0,3000.0
INV-00795,2026-11-15,WH-01,福建上杭,银精矿,74.4,50.0,500.0
INV-00796,2026-11-15,WH-02,新疆阿勒泰,金矿石,396.8,150.0,1500.0
INV-00797,2026-11-15,WH-02,新疆阿勒泰,铜精矿,1078.8,250.0,2500.0
INV-00798,2026-11-15,WH-02,新疆阿勒泰,锌精矿,1304.9,400.0,4000.0
INV-00799,2026-11-15,WH-03,黑龙江多宝山,铜精矿,516.8,200.0,2000.0
INV-00800,2026-11-15,WH-03,黑龙江多宝山,钼精矿,98.2,100.0,800.0
INV-00801,2026-11-15,WH-04,贵州贞丰,金矿石,255.8,100.0,1000.0
INV-00802,2026-11-15,WH-04,贵州贞丰,锌精矿,874.5,300.0,2500.0
INV-00803,2026-11-15,WH-05,河南洛阳,银精矿,46.8,40.0,400.0
INV-00804,2026-11-15,WH-05,河南洛阳,钼精矿,176.4,80.0,600.0
INV-00805,2027-02-15,WH-01,福建上杭,金矿石,856.0,200.0,2000.0
INV-00806,2027-02-15,WH-01,福建上杭,铜精矿,1588.9,300.0,3000.0
INV-00807,2027-02-15,WH-01,福建上杭,银精矿,94.0,50.0,500.0
INV-00808,2027-02-15,WH-02,新疆阿勒泰,金矿石,476.2,150.0,1500.0
INV-00809,2027-02-15,WH-02,新疆阿勒泰,铜精矿,1081.8,250.0,2500.0
INV-00810,2027-02-15,WH-02,新疆阿勒泰,锌精矿,1480.9,400.0,4000.0
INV-00811,2027-02-15,WH-03,黑龙江多宝山,铜精矿,635.3,200.0,2000.0
INV-00812,2027-02-15,WH-03,黑龙江多宝山,钼精矿,294.6,100.0,800.0
INV-00813,2027-02-15,WH-04,贵州贞丰,金矿石,558.3,100.0,1000.0
INV-00814,2027-02-15,WH-04,贵州贞丰,锌精矿,1017.1,300.0,2500.0
INV-00815,2027-02-15,WH-05,河南洛阳,银精矿,69.2,40.0,400.0
INV-00816,2027-02-15,WH-05,河南洛阳,钼精矿,304.5,80.0,600.0
INV-00817,2026-06-15,WH-01,福建上杭,金矿石,957.2,200.0,2000.0
INV-00818,2026-06-15,WH-01,福建上杭,铜精矿,1127.8,300.0,3000.0
INV-00819,2026-06-15,WH-01,福建上杭,银精矿,104.8,50.0,500.0
INV-00820,2026-06-15,WH-02,新疆阿勒泰,金矿石,553.0,150.0,1500.0
INV-00821,2026-06-15,WH-02,新疆阿勒泰,铜精矿,1009.5,250.0,2500.0
INV-00822,2026-06-15,WH-02,新疆阿勒泰,锌精矿,1611.7,400.0,4000.0
INV-00823,2026-06-15,WH-03,黑龙江多宝山,铜精矿,720.2,200.0,2000.0
INV-00824,2026-06-15,WH-03,黑龙江多宝山,钼精矿,402.6,100.0,800.0
INV-00825,2026-06-15,WH-04,贵州贞丰,金矿石,371.3,100.0,1000.0
INV-00826,2026-06-15,WH-04,贵州贞丰,锌精矿,1231.6,300.0,2500.0
INV-00827,2026-06-15,WH-05,河南洛阳,银精矿,85.5,40.0,400.0
INV-00828,2026-06-15,WH-05,河南洛阳,钼精矿,265.7,80.0,600.0
INV-00829,2026-09-15,WH-01,福建上杭,金矿石,740.6,200.0,2000.0
INV-00830,2026-09-15,WH-01,福建上杭,铜精矿,881.9,300.0,3000.0
INV-00831,2026-09-15,WH-01,福建上杭,银精矿,93.3,50.0,500.0
INV-00832,2026-09-15,WH-02,新疆阿勒泰,金矿石,450.8,150.0,1500.0
INV-00833,2026-09-15,WH-02,新疆阿勒泰,铜精矿,1029.7,250.0,2500.0
INV-00834,2026-09-15,WH-02,新疆阿勒泰,锌精矿,1570.6,400.0,4000.0
INV-00835,2026-09-15,WH-03,黑龙江多宝山,铜精矿,657.0,200.0,2000.0
INV-00836,2026-09-15,WH-03,黑龙江多宝山,钼精矿,169.4,100.0,800.0
INV-00837,2026-09-15,WH-04,贵州贞丰,金矿石,376.7,100.0,1000.0
INV-00838,2026-09-15,WH-04,贵州贞丰,锌精矿,803.0,300.0,2500.0
INV-00839,2026-09-15,WH-05,河南洛阳,银精矿,40.9,40.0,400.0
INV-00840,2026-09-15,WH-05,河南洛阳,钼精矿,200.4,80.0,600.0
INV-00841,2026-12-15,WH-01,福建上杭,金矿石,611.7,200.0,2000.0
INV-00842,2026-12-15,WH-01,福建上杭,铜精矿,765.4,300.0,3000.0
INV-00843,2026-12-15,WH-01,福建上杭,银精矿,76.6,50.0,500.0
INV-00844,2026-12-15,WH-02,新疆阿勒泰,金矿石,331.5,150.0,1500.0
INV-00845,2026-12-15,WH-02,新疆阿勒泰,铜精矿,852.1,250.0,2500.0
INV-00846,2026-12-15,WH-02,新疆阿勒泰,锌精矿,1281.8,400.0,4000.0
INV-00847,2026-12-15,WH-03,黑龙江多宝山,铜精矿,518.4,200.0,2000.0
INV-00848,2026-12-15,WH-03,黑龙江多宝山,钼精矿,91.9,100.0,800.0
INV-00849,2026-12-15,WH-04,贵州贞丰,金矿石,242.0,100.0,1000.0
INV-00850,2026-12-15,WH-04,贵州贞丰,锌精矿,784.1,300.0,2500.0
INV-00851,2026-12-15,WH-05,河南洛阳,银精矿,40.6,40.0,400.0
INV-00852,2026-12-15,WH-05,河南洛阳,钼精矿,131.0,80.0,600.0
INV-00853,2027-03-15,WH-01,福建上杭,金矿石,989.8,200.0,2000.0
INV-00854,2027-03-15,WH-01,福建上杭,铜精矿,1324.9,300.0,3000.0
INV-00855,2027-03-15,WH-01,福建上杭,银精矿,117.2,50.0,500.0
INV-00856,2027-03-15,WH-02,新疆阿勒泰,金矿石,529.2,150.0,1500.0
INV-00857,2027-03-15,WH-02,新疆阿勒泰,铜精矿,1200.6,250.0,2500.0
INV-00858,2027-03-15,WH-02,新疆阿勒泰,锌精矿,1455.4,400.0,4000.0
INV-00859,2027-03-15,WH-03,黑龙江多宝山,铜精矿,667.3,200.0,2000.0
INV-00860,2027-03-15,WH-03,黑龙江多宝山,钼精矿,215.3,100.0,800.0
INV-00861,2027-03-15,WH-04,贵州贞丰,金矿石,451.7,100.0,1000.0
INV-00862,2027-03-15,WH-04,贵州贞丰,锌精矿,893.3,300.0,2500.0
INV-00863,2027-03-15,WH-05,河南洛阳,银精矿,65.0,40.0,400.0
INV-00864,2027-03-15,WH-05,河南洛阳,钼精矿,325.5,80.0,600.0
INV-00865,2026-07-15,WH-01,福建上杭,金矿石,992.0,200.0,2000.0
INV-00866,2026-07-15,WH-01,福建上杭,铜精矿,1323.3,300.0,3000.0
INV-00867,2026-07-15,WH-01,福建上杭,银精矿,140.2,50.0,500.0
INV-00868,2026-07-15,WH-02,新疆阿勒泰,金矿石,649.8,150.0,1500.0
INV-00869,2026-07-15,WH-02,新疆阿勒泰,铜精矿,1082.0,250.0,2500.0
INV-00870,2026-07-15,WH-02,新疆阿勒泰,锌精矿,1540.8,400.0,4000.0
INV-00871,2026-07-15,WH-03,黑龙江多宝山,铜精矿,711.4,200.0,2000.0
INV-00872,2026-07-15,WH-03,黑龙江多宝山,钼精矿,338.7,100.0,800.0
INV-00873,2026-07-15,WH-04,贵州贞丰,金矿石,388.9,100.0,1000.0
INV-00874,2026-07-15,WH-04,贵州贞丰,锌精矿,947.9,300.0,2500.0
INV-00875,2026-07-15,WH-05,河南洛阳,银精矿,93.6,40.0,400.0
INV-00876,2026-07-15,WH-05,河南洛阳,钼精矿,257.9,80.0,600.0
INV-00877,2026-10-15,WH-01,福建上杭,金矿石,686.4,200.0,2000.0
INV-00878,2026-10-15,WH-01,福建上杭,铜精矿,930.2,300.0,3000.0
INV-00879,2026-10-15,WH-01,福建上杭,银精矿,96.9,50.0,500.0
INV-00880,2026-10-15,WH-02,新疆阿勒泰,金矿石,420.5,150.0,1500.0
INV-00881,2026-10-15,WH-02,新疆阿勒泰,铜精矿,1093.9,250.0,2500.0
INV-00882,2026-10-15,WH-02,新疆阿勒泰,锌精矿,1474.3,400.0,4000.0
INV-00883,2026-10-15,WH-03,黑龙江多宝山,铜精矿,625.4,200.0,2000.0
INV-00884,2026-10-15,WH-03,黑龙江多宝山,钼精矿,203.8,100.0,800.0
INV-00885,2026-10-15,WH-04,贵州贞丰,金矿石,373.7,100.0,1000.0
INV-00886,2026-10-15,WH-04,贵州贞丰,锌精矿,913.2,300.0,2500.0
INV-00887,2026-10-15,WH-05,河南洛阳,银精矿,41.1,40.0,400.0
INV-00888,2026-10-15,WH-05,河南洛阳,钼精矿,250.3,80.0,600.0
INV-00889,2027-01-15,WH-01,福建上杭,金矿石,661.8,200.0,2000.0
INV-00890,2027-01-15,WH-01,福建上杭,铜精矿,774.2,300.0,3000.0
INV-00891,2027-01-15,WH-01,福建上杭,银精矿,72.0,50.0,500.0
INV-00892,2027-01-15,WH-02,新疆阿勒泰,金矿石,442.7,150.0,1500.0
INV-00893,2027-01-15,WH-02,新疆阿勒泰,铜精矿,1021.9,250.0,2500.0
INV-00894,2027-01-15,WH-02,新疆阿勒泰,锌精矿,1474.6,400.0,4000.0
INV-00895,2027-01-15,WH-03,黑龙江多宝山,铜精矿,565.3,200.0,2000.0
INV-00896,2027-01-15,WH-03,黑龙江多宝山,钼精矿,90.0,100.0,800.0
INV-00897,2027-01-15,WH-04,贵州贞丰,金矿石,295.6,100.0,1000.0
INV-00898,2027-01-15,WH-04,贵州贞丰,锌精矿,687.6,300.0,2500.0
INV-00899,2027-01-15,WH-05,河南洛阳,银精矿,44.7,40.0,400.0
INV-00900,2027-01-15,WH-05,河南洛阳,钼精矿,149.9,80.0,600.0
INV-00901,2027-04-15,WH-01,福建上杭,金矿石,1076.5,200.0,2000.0
INV-00902,2027-04-15,WH-01,福建上杭,铜精矿,1301.0,300.0,3000.0
INV-00903,2027-04-15,WH-01,福建上杭,银精矿,124.4,50.0,500.0
INV-00904,2027-04-15,WH-02,新疆阿勒泰,金矿石,586.6,150.0,1500.0
INV-00905,2027-04-15,WH-02,新疆阿勒泰,铜精矿,1139.3,250.0,2500.0
INV-00906,2027-04-15,WH-02,新疆阿勒泰,锌精矿,1650.0,400.0,4000.0
INV-00907,2027-04-15,WH-03,黑龙江多宝山,铜精矿,739.2,200.0,2000.0
INV-00908,2027-04-15,WH-03,黑龙江多宝山,钼精矿,265.0,100.0,800.0
INV-00909,2027-04-15,WH-04,贵州贞丰,金矿石,488.5,100.0,1000.0
INV-00910,2027-04-15,WH-04,贵州贞丰,锌精矿,930.1,300.0,2500.0
INV-00911,2027-04-15,WH-05,河南洛阳,银精矿,70.6,40.0,400.0
INV-00912,2027-04-15,WH-05,河南洛阳,钼精矿,343.9,80.0,600.0
INV-00913,2026-08-15,WH-01,福建上杭,金矿石,756.8,200.0,2000.0
INV-00914,2026-08-15,WH-01,福建上杭,铜精矿,1020.2,300.0,3000.0
INV-00915,2026-08-15,WH-01,福建上杭,银精矿,140.7,50.0,500.0
INV-00916,2026-08-15,WH-02,新疆阿勒泰,金矿石,635.0,150.0,1500.0
INV-00917,2026-08-15,WH-02,新疆阿勒泰,铜精矿,1081.2,250.0,2500.0
INV-00918,2026-08-15,WH-02,新疆阿勒泰,锌精矿,1713.0,400.0,4000.0
INV-00919,2026-08-15,WH-03,黑龙江多宝山,铜精矿,754.6,200.0,2000.0
INV-00920,2026-08-15,WH-03,黑龙江多宝山,钼精矿,362.5,100.0,800.0
INV-00921,2026-08-15,WH-04,贵州贞丰,金矿石,472.3,100.0,1000.0
INV-00922,2026-08-15,WH-04,贵州贞丰,锌精矿,1026.1,300.0,2500.0
INV-00923,2026-08-15,WH-05,河南洛阳,银精矿,101.5,40.0,400.0
INV-00924,2026-08-15,WH-05,河南洛阳,钼精矿,248.1,80.0,600.0
INV-00925,2026-11-15,WH-01,福建上杭,金矿石,616.6,200.0,2000.0
INV-00926,2026-11-15,WH-01,福建上杭,铜精矿,833.5,300.0,3000.0
INV-00927,2026-11-15,WH-01,福建上杭,银精矿,78.5,50.0,500.0
INV-00928,2026-11-15,WH-02,新疆阿勒泰,金矿石,412.4,150.0,1500.0
INV-00929,2026-11-15,WH-02,新疆阿勒泰,铜精矿,1264.5,250.0,2500.0
INV-00930,2026-11-15,WH-02,新疆阿勒泰,锌精矿,1495.4,400.0,4000.0
INV-00931,2026-11-15,WH-03,黑龙江多宝山,铜精矿,527.4,200.0,2000.0
INV-00932,2026-11-15,WH-03,黑龙江多宝山,钼精矿,159.5,100.0,800.0
INV-00933,2026-11-15,WH-04,贵州贞丰,金矿石,393.7,100.0,1000.0
INV-00934,2026-11-15,WH-04,贵州贞丰,锌精矿,868.1,300.0,2500.0
INV-00935,2026-11-15,WH-05,河南洛阳,银精矿,34.7,40.0,400.0
